Name,Name,Function
AreaEffectCloud,area_effect_cloud,ConvertAreaEffectCloud
ArmorStand,armor_stand,ConvertArmorStand
Arrow,arrow,ConvertArrow
Bat,bat,ConvertBat
Blaze,blaze,ConvertBlaze
Boat,boat,ConvertBoat
CaveSpider,cave_spider,ConvertCaveSpider
Chicken,chicken,ConvertChicken
Cow,cow,ConvertCow
Creeper,creeper,ConvertCreeper
DragonFireball,dragon_fireball,ConvertDragonFireball
EnderCrystal,ender_crystal,ConvertEnderCrystal
Enderman,enderman,ConvertEnderman
Endermite,endermite,ConvertEndermite
EntityHorse,horse,ConvertHorse
EyeOfEnderSignal,eye_of_ender_signal,ConvertEyeOfEnder
FallingSand,falling_block,ConvertFallingBlock
Fireball,fireball,ConvertFireball
FireworksRockeyEntity,fireworks_rocket,ConvertFireworkRocket
Ghast,ghast,ConvertGhast
Guardian,guardian,ConvertGuardian
Item,item,ConvertItemDrop
ItemFrame,item_frame,ConvertItemFrame
LavaSlime,magma_cube,ConvertMagmaCube
Minecart,minecart,ConvertMinecart
MinecartChest,chest_minecart,ConvertMinecartChest
MinecartHopper,hopper_minecart,ConvertMinecartHopper
MinecartRideable,minecart,ConvertMinecart
MinecartTNT,tnt_minecart,ConvertMinecartTNT
MushroomCow,mooshroom,ConvertMooshroom
Ozelot,ocelot,ConvertOcelot
Painting,painting,ConvertPainting
Pig,pig,ConvertPig
PigZombie,zombie_pigman,ConvertZombiePigman
PrimedTnt,tnt,ConvertTNT
Rabbit,rabbit,ConvertRabbit
Sheep,sheep,ConvertSheep
Silverfish,silverfish,ConvertSilverfish
Skeleton,skeleton,ConvertSkeleton
Slime,slime,ConvertSlime
SmallFireball,small_fireball,ConvertSmallFireball
SnowMan,snow_golem,ConvertSnowman
Snowball,snowball,ConvertSnowball
Spider,spider,ConvertSpider
Squid,squid,ConvertSquid
ThrownEgg,egg,ConvertEgg
ThrownEnderpearl,ender_pearl,ConvertEnderPearl
ThrownExpBottle,xp_bottle,ConvertBottleOEnchanting
ThrownPotion,splash_potion,ConvertPotion
Villager,villager_v2,ConvertVillager
VillagerGolem,iron_golem,ConvertIronGolem
Witch,witch,ConvertWitch
Wither,wither,ConvertWither
WitherBoss,wither,ConvertWither
WitherSkull,wither_skull,ConvertWitherSkull
Wolf,wolf,ConvertWolf
XPOrb,xp_orb,ConvertExperienceOrb
Zombie,zombie,ConvertZombie
area_effect_cloud,area_effect_cloud,ConvertAreaEffectCloud
armor_stand,armor_stand,ConvertArmorStand
arrow,arrow,ConvertArrow
axolotl,axolotl,ConvertAxolotl
bat,bat,ConvertBat
bee,bee,ConvertBee
blaze,blaze,ConvertBlaze
boat,boat,ConvertBoat
cat,cat,ConvertCat
cave_spider,cave_spider,ConvertCaveSpider
chest_minecart,chest_minecart,ConvertMinecartChest
chicken,chicken,ConvertChicken
cod,cod,ConvertCod
command_block_minecart,command_block_minecart,ConvertMinecartCommandBlock
cow,cow,ConvertCow
creeper,creeper,ConvertCreeper
dolphin,dolphin,ConvertDolphin
donkey,donkey,ConvertDonkey
dragon_fireball,dragon_fireball,ConvertDragonFireball
drowned,drowned,ConvertDrowned
egg,egg,ConvertEgg
elder_guardian,elder_guardian,ConvertElderGuardian
end_crystal,ender_crystal,ConvertEnderCrystal
ender_crystal,ender_crystal,ConvertEnderCrystal
ender_pearl,ender_pearl,ConvertEnderPearl
enderman,enderman,ConvertEnderman
endermite,endermite,ConvertEndermite
evocation_fangs,evocation_fangs,ConvertEvokerFangs
evocation_illager,evocation_illager,ConvertEvoker
evoker,evocation_illager,ConvertEvoker
evoker_fangs,evocation_fangs,ConvertEvokerFangs
experience_bottle,xp_bottle,ConvertBottleOEnchanting
experience_orb,xp_orb,ConvertExperienceOrb
eye_of_ender_signal,eye_of_ender_signal,ConvertEyeOfEnder
falling_block,falling_block,ConvertFallingBlock
fireball,fireball,ConvertFireball
firework_rocket,fireworks_rocket,ConvertFireworkRocket
fireworks_rocket,fireworks_rocket,ConvertFireworkRocket
fox,fox,ConvertFox
ghast,ghast,ConvertGhast
glow_item_frame,glow_item_frame,ConvertItemFrame
glow_squid,glow_squid,ConvertGlowSquid
goat,goat,ConvertGoat
guardian,guardian,ConvertGuardian
hoglin,hoglin,ConvertHoglin
hopper_minecart,hopper_minecart,ConvertMinecartHopper
horse,horse,ConvertHorse
husk,husk,ConvertHusk
iron_golem,iron_golem,ConvertIronGolem
item,item,ConvertItemDrop
item_frame,item_frame,ConvertItemFrame
llama,llama,ConvertLlama
llama_spit,llama_spit,ConvertLlamaSpit
magma_cube,magma_cube,ConvertMagmaCube
minecart,minecart,ConvertMinecart
mooshroom,mooshroom,ConvertMooshroom
mule,mule,ConvertMule
ocelot,ocelot,ConvertOcelot
painting,painting,ConvertPainting
panda,panda,ConvertPanda
parrot,parrot,ConvertParrot
phantom,phantom,ConvertPhantom
pig,pig,ConvertPig
piglin,piglin,ConvertPiglin
pillager,pillager,ConvertPillager
polar_bear,polar_bear,ConvertPolarBear
potion,splash_potion,ConvertPotion
pufferfish,pufferfish,ConvertPufferfish
rabbit,rabbit,ConvertRabbit
ravager,ravager,ConvertRavager
salmon,salmon,ConvertSalmon
sheep,sheep,ConvertSheep
shulker,shulker,ConvertShulker
silverfish,silverfish,ConvertSilverfish
skeleton,skeleton,ConvertSkeleton
skeleton_horse,skeleton_horse,ConvertSkeletonHorse
slime,slime,ConvertSlime
small_fireball,small_fireball,ConvertSmallFireball
snow_golem,snow_golem,ConvertSnowman
snowball,snowball,ConvertSnowball
snowman,snowman,ConvertSnowman
spider,spider,ConvertSpider
squid,squid,ConvertSquid
stray,stray,ConvertStray
strider,strider,ConvertStrider
tnt,tnt,ConvertTNT
tnt_minecart,tnt_minecart,ConvertMinecartTNT
trader_llama,llama,ConvertLlama
trident,thrown_trident,ConvertTrident
tropical_fish,tropicalfish,ConvertTropicalFish
turtle,turtle,ConvertTurtle
vex,vex,ConvertVex
villager,villager_v2,ConvertVillager
villager_golem,iron_golem,ConvertIronGolem
vindication_illager,vindicator,ConvertVindicator
vindicator,vindicator,ConvertVindicator
wandering_trader,wandering_trader,ConvertWanderingTrader
witch,witch,ConvertWitch
wither,wither,ConvertWither
wither_skeleton,wither_skeleton,ConvertWitherSkeleton
wither_skull,wither_skull,ConvertWitherSkull
wolf,wolf,ConvertWolf
xp_bottle,xp_bottle,ConvertBottleOEnchanting
xp_orb,xp_orb,ConvertExperienceOrb
zoglin,zoglin,ConvertZoglin
zombie,zombie,ConvertZombie
zombie_horse,zombie_horse,ConvertZombieHorse
zombie_pigman,zombie_pigman,ConvertZombiePigman
zombie_villager,zombie_villager,ConvertZombieVillager
zombified_piglin,zombie_pigman,ConvertZombifiedPiglin
